537314.9,4190974.7,
537567.8,4190998.1,
537820.1,4191025,
537976,4190904.5,
538285.6,4190849.3,
538445.7,4190811,
538479.7,4190739.4,
538649.5,4190769.9,
538776.6,4190740.2,
538915.5,4190852.1,
539214.5,4191027.8,
539393,4190973.3,
539482.3,4191069.6,
539669.4,4191216.3,
539830.9,4191241.1,
540032.1,4191461.4,
540201.5,4191640,
540314.1,4191805.1,
540718,4191914.1,
540821.4,4191839.1,
540983,4191999.2,
541515.8,4192274.1,
541773,4192147.3,
541786.5,4191991.4,
541996.9,4191967.3,
542201,4191778.9,
542481.5,4191240.4,
542377.4,4191089.5,
542451.1,4190784.8,
542695.5,4190480.1,
542889,4190129.4,
542936.1,4189951.7,b
542683.8,4190098.4,
542574.7,4190259.9,
542420.3,4190634.8,
542326.7,4190753.8,
542238.9,4191105.2,
542348.7,4191268.9,
542272.2,4191508.4,
542078.7,4191689.1,
541947,4191861.2,
541728.7,4191844.9,
541630.9,4192062.5,
541505.5,4192066,
541244.1,4191942,
540954.3,4191750,
540804.1,4191657.9,
540658.1,4191740.1,
540505.1,4191631.8,
540405.9,4191615.4,
540299.6,4191432.6,
540064.4,4191338.3,
539922.7,4191135.7,
539665.5,4191010.3,
539478.4,4190853.7,
539056.1,4190814,
538770.6,4190585.9,
538434.7,4190616.3,
537884.2,4190701.7,
537639.8,4190862.6,
537281.9,4190885,
